id	method	learner	embed	optimp	dataset	binary	languages	time	lang	macrof1	microf1	macrok	microk	notes
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_M_optimC	PolyEmbed_andrea	svm	M	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	503.81587314605713	fr	0.5015991524998897	0.7699748500677114	0.4811739320459739	0.7065159928392686	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_M_optimC	PolyEmbed_andrea	svm	M	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	503.81587314605713	de	0.4141396160516795	0.743810005053057	0.4126132681585116	0.7023983497130937	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_F_optimC	PolyEmbed_andrea	svm	F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1095.333437204361	it	0.4810224709403544	0.7617194410047762	0.453310215598049	0.6999032557458222	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_F_optimC	PolyEmbed_andrea	svm	F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1095.333437204361	pt	0.6693663195289151	0.8619702956806105	0.6657298472047529	0.8182397742327547	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_F_optimC	PolyEmbed_andrea	svm	F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1095.333437204361	sv	0.43107388787211537	0.7126933954416902	0.4180735239763325	0.6168407376537499	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_F_optimC	PolyEmbed_andrea	svm	F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1095.333437204361	es	0.5087201120140917	0.8249322493224932	0.5032299168859704	0.7835086748116167	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_F_optimC	PolyEmbed_andrea	svm	F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1095.333437204361	en	0.3822498549987095	0.6877811094452774	0.3309945723997902	0.5962925522774631	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_F_optimC	PolyEmbed_andrea	svm	F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1095.333437204361	da	0.4517051377915163	0.7658914728682171	0.4030339299921389	0.6806166833916132	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_F_optimC	PolyEmbed_andrea	svm	F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1095.333437204361	nl	0.4875303727964308	0.7853962600178095	0.4534046979963794	0.7270844266398626	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_F_optimC	PolyEmbed_andrea	svm	F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1095.333437204361	fr	0.3750315407356979	0.6999393816932714	0.3628389019101708	0.6136670285424017	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_F_optimC	PolyEmbed_andrea	svm	F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1095.333437204361	de	0.355059356514748	0.7046466085098807	0.33834564366266284	0.6299245108196094	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_M_and_F_optimC	PolyEmbed_andrea	svm	M_and_F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1251.0414910316467	it	0.4755443069888554	0.7675079985780305	0.4501140447119437	0.7023435117413848	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_M_and_F_optimC	PolyEmbed_andrea	svm	M_and_F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1251.0414910316467	pt	0.673303227450142	0.8655002733734279	0.6702445967772233	0.8193963705153853	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_M_and_F_optimC	PolyEmbed_andrea	svm	M_and_F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1251.0414910316467	sv	0.4189470089118392	0.7236711786068009	0.4198491651634073	0.6314272037990425	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_M_and_F_optimC	PolyEmbed_andrea	svm	M_and_F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1251.0414910316467	es	0.5178080058189616	0.8268359020852222	0.5104336022388637	0.782714898784318	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_M_and_F_optimC	PolyEmbed_andrea	svm	M_and_F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1251.0414910316467	en	0.4115752894185112	0.7001869158878504	0.35164720517285003	0.6091191993104883	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_M_and_F_optimC	PolyEmbed_andrea	svm	M_and_F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1251.0414910316467	da	0.4437869429842064	0.7626499739175796	0.39704879178312197	0.6717100410826179	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_M_and_F_optimC	PolyEmbed_andrea	svm	M_and_F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1251.0414910316467	nl	0.47635948919429705	0.7874471399955486	0.4589309165206792	0.7292337019755739	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_M_and_F_optimC	PolyEmbed_andrea	svm	M_and_F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1251.0414910316467	fr	0.39374621795002507	0.7063947733122155	0.3850407928528449	0.6315594797194366	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.picklePolyEmbedd_andrea_M_and_F_optimC	PolyEmbed_andrea	svm	M_and_F	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run0.pickle	not_binary	not_ablation	1251.0414910316467	de	0.3539890425069821	0.7095981751184418	0.3512802070446796	0.6432196317592322	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_None_optimC	PolyEmbed_andrea	svm	None	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	161.2168996334076	it	0.5791455159341481	0.8060849214309596	0.6034752340075125	0.7869853576681214	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_None_optimC	PolyEmbed_andrea	svm	None	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	161.2168996334076	pt	0.6403974389994276	0.8803876562101505	0.6565213830246649	0.8497743924811387	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_None_optimC	PolyEmbed_andrea	svm	None	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	161.2168996334076	sv	0.5032337014290953	0.7768595041322314	0.4719549200388494	0.7364733997369779	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_None_optimC	PolyEmbed_andrea	svm	None	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	161.2168996334076	es	0.5200567247634353	0.8529964145466963	0.4908726477090496	0.8285929531854332	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_None_optimC	PolyEmbed_andrea	svm	None	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	161.2168996334076	en	0.512424485488998	0.7533647963642719	0.4719843960571978	0.7044441169169227	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_None_optimC	PolyEmbed_andrea	svm	None	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	161.2168996334076	da	0.5861231569852233	0.8040595842200032	0.5393761149602847	0.7381233055764151	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_None_optimC	PolyEmbed_andrea	svm	None	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	161.2168996334076	nl	0.6072184716496147	0.8335123523093448	0.5845309357041368	0.8020267337813639	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_None_optimC	PolyEmbed_andrea	svm	None	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	161.2168996334076	fr	0.4923294612439038	0.7854697603651578	0.4713782273939219	0.7329001302478475	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_None_optimC	PolyEmbed_andrea	svm	None	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	161.2168996334076	de	0.4709904181031267	0.7457793804294378	0.4465581491449931	0.7046844416244138	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_M_optimC	PolyEmbed_andrea	svm	M	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	497.6823613643646	it	0.575387626645539	0.8064243448858833	0.5958411838194531	0.7790018114269683	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_M_optimC	PolyEmbed_andrea	svm	M	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	497.6823613643646	pt	0.653004040098633	0.8791937747161628	0.6559210761775208	0.8482450061614855	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_M_optimC	PolyEmbed_andrea	svm	M	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	497.6823613643646	sv	0.49944915222086167	0.7789179104477612	0.4604673876743342	0.727778938054739	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_M_optimC	PolyEmbed_andrea	svm	M	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	497.6823613643646	es	0.5144474487169811	0.8559087767795439	0.48397711649967695	0.8222692824953204	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_M_optimC	PolyEmbed_andrea	svm	M	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	497.6823613643646	en	0.5160737755179508	0.755674709562109	0.45961112517260677	0.6921096138985132	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_M_optimC	PolyEmbed_andrea	svm	M	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	497.6823613643646	da	0.5875776383868945	0.8015873015873016	0.5367286265015276	0.7288571047461061	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_M_optimC	PolyEmbed_andrea	svm	M	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	497.6823613643646	nl	0.6079883230969934	0.8363004776378636	0.5828217771858487	0.7968282071156207	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_M_optimC	PolyEmbed_andrea	svm	M	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	497.6823613643646	fr	0.4966338770370634	0.7860696517412935	0.46250527724325174	0.7292650668002159	nope
rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.picklePolyEmbedd_andrea_M_optimC	PolyEmbed_andrea	svm	M	True	rcv1-2_doclist_trByLang1000_teByLang1000_processed_run1.pickle	not_binary	not_ablation	497.6823613643646	de	0.4675732669000923	0.7479187479187479	0.43767984457683634	0.69653035770654	nope
